FP1-F7 delta,FP1-F7 theta,FP1-F7 alpha,FP1-F7 beta,F7-T7 delta,F7-T7 theta,F7-T7 alpha,F7-T7 beta,T7-P7 delta,T7-P7 theta,T7-P7 alpha,T7-P7 beta,P7-O1 delta,P7-O1 theta,P7-O1 alpha,P7-O1 beta,FP1-F3 delta,FP1-F3 theta,FP1-F3 alpha,FP1-F3 beta,F3-C3 delta,F3-C3 theta,F3-C3 alpha,F3-C3 beta,C3-P3 delta,C3-P3 theta,C3-P3 alpha,C3-P3 beta,P3-O1 delta,P3-O1 theta,P3-O1 alpha,P3-O1 beta,FP2-F4 delta,FP2-F4 theta,FP2-F4 alpha,FP2-F4 beta,F4-C4 delta,F4-C4 theta,F4-C4 alpha,F4-C4 beta,C4-P4 delta,C4-P4 theta,C4-P4 alpha,C4-P4 beta,P4-O2 delta,P4-O2 theta,P4-O2 alpha,P4-O2 beta,FP2-F8 delta,FP2-F8 theta,FP2-F8 alpha,FP2-F8 beta,F8-T8 delta,F8-T8 theta,F8-T8 alpha,F8-T8 beta,T8-P8 delta,T8-P8 theta,T8-P8 alpha,T8-P8 beta,P8-O2 delta,P8-O2 theta,P8-O2 alpha,P8-O2 beta,FZ-CZ delta,FZ-CZ theta,FZ-CZ alpha,FZ-CZ beta,CZ-PZ delta,CZ-PZ theta,CZ-PZ alpha,CZ-PZ beta,P7-T7 delta,P7-T7 theta,P7-T7 alpha,P7-T7 beta,T7-FT9 delta,T7-FT9 theta,T7-FT9 alpha,T7-FT9 beta,FT9-FT10 delta,FT9-FT10 theta,FT9-FT10 alpha,FT9-FT10 beta,FT10-T8 delta,FT10-T8 theta,FT10-T8 alpha,FT10-T8 beta,C4-P4 theta vs delta,T8-P8 theta vs delta,P7-O1 theta vs delta,FT9-FT10 theta vs alpha,FT9-FT10 theta vs beta,FT9-FT10 theta vs delta,FT9-FT10 alpha vs beta,FT9-FT10 alpha vs delta,FT9-FT10 beta vs delta,day,label,file,type
168.868563,117.7457752,5.618850018,2.8743617,64.6973593,28.23693357,5.297532882,0.935342497,9.20207634,16.30078996,2.310574327,0.738411851,29.66641933,10.4064914,5.163043924,0.953776058,319.5130853,188.7748979,13.31039523,4.233946356,27.50340275,10.93169687,2.990357511,1.820541874,11.28730806,6.674221814,2.725773663,0.784883672,28.85436186,13.26470998,8.689432335,1.43502299,195.7962995,95.7129977,3.863800842,3.21422692,24.90960851,14.62958572,1.017281401,1.114733194,13.25752823,6.870669297,3.071434287,1.085723064,144.7196461,8.278678953,4.70803939,1.334786724,168.9181405,74.92367304,5.603631983,2.283331489,70.37592552,28.3801768,2.422180568,2.136051861,47.50970722,23.08387479,2.412236402,1.072607846,36.31260608,13.22516383,5.404303127,1.847723151,27.47432821,19.64323609,4.699246159,1.054265375,15.15697038,14.52963085,5.31405901,1.053433976,9.668303611,16.30074565,2.310563798,0.738412154,25.95502259,7.850029414,1.535679398,1.445807028,200.2588889,55.79348102,5.036179035,4.18018268,33.16198916,15.12423674,2.954278636,1.173793834,91.08809216,1096.708133,308.7233376,280.9859594,233.226943,11173.14052,21.05214838,1008.539618,837.1187389,1,0,2,day
200.5572661,89.31151011,17.99116303,5.322605671,328.7654839,84.98282335,4.655788382,1.078032273,42.62462192,25.15287057,2.188716699,0.776770572,26.36622015,23.83807506,7.075243222,0.976646822,428.0145269,145.2279751,27.17499498,8.870884142,48.45686259,29.89379576,4.744780702,2.25416963,39.19485564,31.31328988,4.062937248,1.262257098,82.97566736,17.73330124,13.8713456,1.548982683,134.8262134,80.87612512,23.0771109,8.148259946,24.924567,11.60935632,4.243553942,1.107904112,28.04195377,16.61062322,3.957570482,1.121091045,86.33662837,28.64258669,12.83177515,0.981492895,688.6551103,227.9792768,19.76778953,5.265903944,164.8385392,29.20530557,8.227922912,1.81457154,33.89039712,8.460067552,3.001717864,0.887151454,36.08879963,60.2724205,14.73368071,1.599871883,19.64293997,14.76321457,3.298523723,0.961519471,39.50099056,34.97563204,11.48713886,3.086062141,42.66031636,25.15271846,2.188697714,0.776770625,99.98117321,27.63321704,3.73077358,1.777139018,1028.167885,177.8206202,15.75565506,4.157244452,162.8523994,26.31385593,6.415637354,0.9236709,465.7943284,286.715049,628.519935,2801.680354,739.2437868,182829.451,65.50010959,16199.45854,4274.345236,1,0,2,day
1472.468255,767.918043,48.83890845,9.178692498,574.1626411,135.8687351,3.480711933,1.559880912,230.6304285,83.78506784,6.391652678,1.754383155,9.630910612,22.68430764,6.624989977,1.446255223,715.9149358,508.2516227,15.03343859,13.03619806,149.0795008,82.16775241,10.31036527,1.73877884,126.8920251,66.07412362,2.464150468,1.344096128,62.97793116,22.43608762,10.40011259,1.851165764,656.1474237,344.8327212,19.28715545,9.725015239,124.3550129,51.19219043,10.53951883,1.737436466,101.7336965,18.57701221,18.1560127,1.389364751,145.7879771,23.55337861,7.96167407,1.603435551,1006.603692,458.1511085,24.51903943,5.780282375,583.0958196,77.19869586,12.61571556,4.383617615,314.049126,28.67429924,13.11635348,3.028089171,56.83702771,22.30728165,9.135283508,2.660033825,259.0837508,57.53096303,13.31804133,0.837467868,204.0668261,107.2166383,10.09307118,2.045012036,232.0926714,83.78569421,6.391655604,1.7543831,113.3950746,20.94883015,4.50278348,2.166589225,2804.276071,310.0398526,13.85172942,3.847639835,415.6878874,22.39710442,5.218430691,3.017179195,1889.908122,9005.138615,218.4705392,4294.588148,1192.921687,869437.3397,53.2964659,38844.07335,10789.84432,1,0,2,day
735.1202474,241.3804026,9.200915558,28.82973793,305.226031,66.8334038,5.68055268,0.930959373,141.7652704,44.86313776,1.837500548,1.48040898,48.15652235,17.04180951,2.990079129,0.947344315,1334.876526,335.0673397,27.04278559,60.47661058,111.5516595,33.05456068,7.40976462,6.26078825,33.91688404,34.5077949,3.020319717,1.004169508,94.29953852,14.77924971,5.070436962,1.232953268,1012.986364,200.9165119,24.42814146,115.7772782,64.31717611,35.97522851,2.947261778,8.182640859,10.13843818,10.12087158,4.808554871,0.85588588,10.49489743,13.26500816,5.468504738,0.817485384,1226.845751,288.5767447,12.35072267,51.70160482,64.78742315,29.86637652,1.668551613,3.838190473,65.7609451,33.20814995,4.657697318,1.983320763,168.9806663,18.92278385,5.610381292,1.581700357,293.0923737,25.75377103,1.943889516,1.571895506,64.61343589,27.21764174,7.397617203,1.183200523,139.8410074,44.86309345,1.837504111,1.480408906,94.76551841,12.11230688,2.7232542,1.747715801,548.2338294,97.31194079,4.19812816,3.678195477,98.7221762,24.93119698,1.159633004,1.285546479,102.6098308,2183.799326,820.6742806,408.5279989,357.9323405,53349.69795,15.44153601,2301.555877,2016.511192,1,0,2,day
78.79126515,26.34749702,5.9074832,9.99076085,72.4809126,12.03522648,1.940360254,1.786287885,16.82748599,14.62021229,6.815107507,1.342547295,17.02075016,14.52973454,14.23598126,1.248239459,72.94753014,22.6406299,7.103326332,16.06886823,41.31833103,10.52924223,5.621442531,2.551686004,19.46876811,10.74961867,7.805344596,1.253008675,17.43483904,13.03393295,9.77529784,2.498351187,74.45638005,23.31933479,8.255826021,14.55675597,73.51142567,6.127258493,7.364479318,2.233432823,25.71187593,15.649815,5.89555718,1.674514116,23.14435893,16.24913455,11.41043627,1.789240228,57.77875014,10.23635179,11.52555173,10.23740873,58.77535578,17.5822064,6.003477045,1.940009714,28.02314096,20.22540249,8.249469291,1.736311786,55.35182637,14.95250295,9.052276013,2.562042537,66.72521244,8.112005578,4.086218637,0.71749643,34.13140926,13.88266898,9.14532304,1.609781088,17.30213267,14.62021493,6.815096851,1.342547411,97.88007157,9.484252777,0.576325313,2.030190837,66.74379996,19.98798505,6.314557375,5.168439934,57.53272348,12.81432768,2.536869515,0.891484015,402.3861016,566.779305,247.3069815,126.2152784,103.3067001,1334.074076,32.6364105,421.4575543,344.9613211,1,0,2,day
4484.429201,1338.598335,14.21744937,10.74283105,535.1137183,134.0265004,3.543915596,1.632015769,134.4388604,8.213638723,3.071252188,0.723169139,36.07083422,8.476043055,9.929799983,1.189977363,5897.593902,1647.689168,21.43197961,16.42533016,243.359181,89.24581758,8.387251669,2.466039939,84.79444894,18.4340565,2.927375629,0.904874653,129.340008,17.07539113,6.297985788,1.662611078,3007.499983,702.4802915,23.50389798,10.38943635,175.9815798,38.85073108,11.88355391,1.944135085,58.5168426,10.92853808,4.536863979,1.534392761,252.3856897,11.56770348,5.419417459,0.947337231,4188.234289,872.7393892,18.39545087,5.535960876,175.7828007,36.93010972,10.97866635,2.494215791,57.58999029,21.18926612,14.37890426,1.549032437,504.1879202,22.51047824,7.466494306,1.620039251,292.6862966,84.43830731,8.383012819,0.982848035,140.3399316,42.16252172,6.7582336,1.960528442,132.3308869,8.213595784,3.071251527,0.723169742,39.38332191,6.885078632,1.014357675,1.529703791,667.3968001,83.24202067,12.66952174,5.413946078,148.990772,37.57206284,6.905216263,1.350239786,639.5035427,1220.28963,305.7379439,1054.636591,450.6678113,55555.45823,68.59210753,8455.598268,3613.250288,1,0,2,day
101.2031376,42.49755981,8.048357509,7.414109846,41.66522111,17.54670342,3.081729624,1.222402678,15.20216216,21.35274781,4.306901037,1.223627097,9.302719727,8.386854513,3.107363757,1.045365221,100.8700373,63.80879791,15.77774526,11.98874731,29.8569873,8.772254399,1.712514848,2.329855341,16.80485526,12.91189702,3.278616584,1.024244493,31.03685835,25.41764261,7.730776041,1.849602606,39.87400943,29.55041349,13.18917738,7.272067145,19.97826082,11.86695934,4.377912519,1.121297306,21.82967178,17.81582124,3.319339854,1.238505652,61.61731741,20.22293633,9.167361717,1.112762063,66.89073425,37.35192032,3.205257313,5.418369833,51.44611953,7.622360356,2.523768197,1.964158287,15.89227277,32.79951136,11.08153235,0.832441827,36.24612833,10.99466069,7.821327259,1.97179226,46.67341124,13.76074406,2.671604527,1.021663006,21.62824374,25.0036569,12.42401968,1.505822692,15.26482416,21.35257985,4.306908501,1.223626615,28.53161523,6.37313065,0.942219087,1.637452943,157.5614012,40.11362483,8.096093479,4.409083697,40.38165536,4.089722428,2.484744412,0.887006927,388.9135302,521.2587813,78.02055693,324.7636564,176.8643293,6320.358935,35.69635377,1275.631833,694.7014053,1,0,2,day
71.52675554,16.70349588,4.989385874,4.923257696,65.08853247,15.42557028,3.690551308,1.116740167,27.85004302,11.57499059,11.43773528,1.245679859,52.30546098,37.97046324,11.68459095,1.275281825,75.74781515,28.40828132,9.188559776,7.351446398,30.3572335,8.107933517,7.264075465,2.710384364,91.8391037,44.96153639,22.03530313,1.743382295,32.80176035,29.19065151,18.57334183,2.702158013,81.86767621,64.1552432,13.58125169,4.830896002,27.31343337,18.13031006,3.528110542,1.245911427,184.8571994,51.82287381,10.72736083,1.437674658,86.181515,21.65268993,14.54713035,2.331688384,100.0019202,15.00042311,11.88055255,4.43855532,37.90628639,27.54280381,7.824191481,3.761961209,123.42352,30.46784251,9.289358063,1.988170765,196.1063659,26.40918811,21.49205115,2.483136113,24.14405959,13.06468404,7.201723545,1.209347223,268.0570359,86.52326308,13.64279685,2.965276539,28.42820858,11.57512197,11.43774868,1.245679637,30.37823014,7.719442586,0.996645064,1.852884636,363.4060187,67.0735306,12.23424052,5.520779646,57.65097933,25.69024661,3.635276123,1.874436565,9579.831317,3760.448369,1986.062583,820.5937059,370.2981825,24374.92472,67.54254605,4445.996639,2006.284551,1,0,2,day
87.11331356,38.47815686,3.681464877,2.054564254,39.70811993,10.16688806,2.245599327,0.575540728,24.65552883,4.911036022,2.791874255,0.608081159,15.44956224,20.37154054,6.563220803,0.683417029,107.2896732,37.90629464,7.095659509,3.413635702,30.47978528,13.94277653,7.339524237,2.173110601,13.98835343,9.296199052,6.651043047,0.977036487,54.09454356,26.8080345,5.399249471,1.136752893,66.86544454,30.18621249,14.29852161,3.117980359,37.49272436,30.71443326,7.223472771,1.853488374,13.01729838,5.101867017,3.361390205,1.318276279,45.8129942,30.81628971,6.028183904,1.567390593,60.26148101,35.59369707,4.302702615,2.360038213,16.67996379,24.20913926,5.196757136,1.682259303,37.81754233,20.20070964,5.610761639,1.248905835,38.08034731,17.72184792,7.037695815,1.770239548,17.6828295,18.33310401,10.98485227,1.291289859,39.64255605,18.71377044,3.637407637,1.194076935,25.09699628,4.910934864,2.791872122,0.608081678,13.20160553,5.376642551,1.484603252,1.634386582,30.30942317,17.12849229,5.031580891,4.454221565,15.88715978,24.23816362,3.823752864,0.838254976,66.41252526,763.9411919,314.7313835,86.1833945,76.29409973,519.1547211,22.41177611,152.5043144,135.0048863,1,0,2,day
1958.273815,211.9362341,13.26174125,37.48355347,911.8224242,46.8141011,5.674700485,0.829599427,91.60410307,32.1685229,9.660178098,0.833119689,39.67062698,22.42997195,9.610463599,1.0138243,695.7245321,159.1226448,22.90228669,74.93248703,161.7577151,35.80594568,3.174094161,6.650357069,25.30618092,19.68860623,8.322228537,1.011885046,23.45224839,24.12431143,24.13198651,1.31098487,506.6180052,136.3778266,43.69342697,114.930711,61.34176591,24.29231297,2.208196367,5.889134516,89.18835744,19.28349329,9.216674986,1.04529882,118.6269806,24.8201325,21.80541137,1.083528806,1402.569449,137.0997855,20.92857329,52.79810549,714.6369219,20.37496458,2.48976951,3.078920693,141.9826369,29.7369832,18.66781528,1.752201789,69.57937343,35.06769937,18.07742315,1.572789317,135.9810857,37.26675775,5.911839049,1.40152887,17.12026293,50.64233483,14.03368023,0.677237251,90.69595179,32.1684751,9.660180068,0.833119177,306.0878543,14.71579018,2.012215182,1.624435434,2782.692914,103.6979256,7.808298855,4.412814093,203.1033368,4.343380616,3.20939095,0.837868025,1719.863092,4222.135288,889.8110504,809.7043937,457.5996675,288559.4828,34.45657123,21728.09789,12279.50651,1,0,2,day
2113.786993,80.32989465,9.188775548,12.42379293,155.7680055,34.14154284,5.854593794,1.660111298,60.0415437,47.86673915,8.152622444,1.452993849,440.5960434,27.48088136,9.168729106,0.893012893,2309.645684,42.63057669,10.54003189,22.49552941,88.95772656,28.18007113,5.805363281,3.482531159,203.9347308,38.18382875,10.21147935,1.321503446,113.4401752,48.06878733,10.43978293,1.880251077,1690.337357,28.49912264,6.632041249,8.024587199,41.86926725,25.13086037,4.629101189,1.135051974,58.05542392,23.59609521,8.065868552,1.04067083,47.5353569,26.70967434,10.06628534,1.134992875,2034.270467,15.33649582,3.54799202,4.728580758,147.2910055,29.00653963,4.955922231,2.504492084,41.75605642,45.07518591,11.79416783,1.332449918,213.2726639,34.758837,10.72720191,2.032492267,78.73799707,33.4566317,5.717894715,0.854563524,105.2537318,62.13465704,14.96677769,1.598798361,62.52120939,47.86678839,8.15259648,1.452993484,69.32485282,15.24186891,3.129942488,2.305677916,374.444406,78.05359297,10.32343287,5.080271649,35.61659621,10.61718623,1.631449028,1.424172249,1369.88131,1882.162006,12107.9676,805.7810273,396.5334555,29226.73126,52.44584333,3865.551689,1902.2793,1,0,2,day
1763.286848,286.386903,19.86355455,5.697599344,727.8325841,112.6411179,1.900740763,0.781499883,95.12043787,31.35514331,6.091546878,0.57693707,28.06030863,24.04201071,12.10001369,1.192461539,175.435374,63.82457998,13.12400778,7.953242098,41.37492271,12.96390703,4.481222041,2.965044898,24.0725388,14.92087431,5.834232434,0.656229286,28.64131637,28.33220066,9.057080815,2.237449484,336.3503274,83.88762882,8.024832216,1.835173311,117.0944242,20.90852289,5.26821377,0.903467082,30.93273802,12.98902759,7.112539413,0.94032707,17.32955413,17.84477197,12.50963804,1.183162573,145.0604244,39.68442923,2.181332962,1.646832566,832.6022281,136.9112255,7.535744964,1.872480583,99.78297776,16.92770656,9.731657648,1.171121691,44.49460556,19.77108202,18.90426866,2.459589975,112.2423212,14.24952441,5.000410376,1.345836248,27.36321735,22.96375514,9.733472197,1.126661517,96.86706857,31.35511507,6.091547224,0.576937472,251.6061181,40.21922009,1.509719121,1.0291746,3042.599418,443.3825783,11.88392889,4.179824413,294.9739901,46.45987801,3.189299826,0.821032974,401.7861876,1689.096967,674.6262406,5269.127032,1853.261325,1349035.575,49.6727361,36158.03512,12717.53133,1,0,2,day
37.85529923,5.468999903,4.414024772,4.178466258,35.59548543,9.080054427,2.572042918,0.474178665,27.39589062,12.55820481,3.322533162,0.426801034,49.77626572,19.76849151,2.62445361,0.797918648,20.7938335,12.16986177,3.521504421,7.550416649,18.59613349,8.462371364,1.91649974,1.333885582,20.71001373,12.80936106,4.346845955,0.887923785,48.92266553,16.76280773,2.729045391,1.268496558,23.45392278,17.09107216,1.244279082,1.943536167,26.59178819,12.10228354,1.631609246,0.678669755,14.6712055,11.66083336,1.189305144,0.782395918,44.32875613,17.0097445,5.964176673,0.961024843,37.95925255,6.230353727,1.787807208,1.01755491,75.5009754,4.692387289,1.70670122,1.43426338,36.2035508,15.34655495,2.603443403,1.044510681,41.00640925,37.57247532,11.59925262,1.527355285,34.17138005,20.23513713,3.566958498,0.738580984,30.62975794,20.80266005,5.893502746,1.310607285,26.36829598,12.55813933,3.322537457,0.426801715,15.14809267,3.115778287,0.866540527,1.074643742,192.1358534,8.923682167,2.872885945,4.998461961,37.25391646,6.461974935,1.644136272,0.660483758,171.0784825,555.5997817,984.0016863,25.63672108,44.60468586,1714.559289,14.36001111,551.9843928,960.3837546,1,0,2,day
1573.404325,43.41882024,5.850045615,19.58052244,267.5514588,4.127200633,2.470958812,0.908506083,114.1662992,17.10322801,17.21983531,1.009234611,116.0518317,17.04980691,10.15876077,0.730544951,1331.470277,40.31088069,14.22726511,35.69787333,80.66483343,11.24936388,9.001914051,3.210945593,32.22175938,10.35269788,15.13528587,0.986631087,113.2503506,17.13537953,26.41410726,1.696837932,1039.730752,51.79198369,23.68715098,37.31007567,577.730194,10.65656801,6.497431557,3.742635894,40.52731536,15.30591228,10.8705905,1.060727182,101.5863759,19.11133452,20.6042783,1.447568433,1430.526455,38.81476763,11.22149626,19.76803344,529.3674026,22.7941163,5.912598471,2.899519398,148.5351481,26.67614173,17.00661694,2.55008022,50.12388803,27.17461404,22.32894881,2.363638593,83.01671857,33.07165751,17.1950052,0.963525432,164.6884858,24.02858176,20.39368704,1.264491596,115.3715262,17.10344617,17.21985121,1.009234119,170.2416152,5.329247482,1.016412544,0.943647343,954.3950677,32.09246907,4.708207713,3.667687771,196.544224,9.01527671,3.249425205,1.542168767,620.3075338,3962.344663,1978.661322,151.0980104,117.7051563,30628.89419,17.26823585,4493.490219,3500.423119,1,0,2,day
352.1693855,43.96491976,31.98467191,167.4818415,64.87535758,15.64255978,3.314258366,1.153840501,104.4212234,5.715763429,4.468391453,1.61483156,31.07604052,20.00107648,4.063419271,0.685272709,340.7052808,64.69985674,76.93908705,343.0021374,86.59939414,16.60802662,10.06572467,22.6737586,13.3699505,8.67232915,4.175202523,0.781377531,170.1822205,9.395226509,1.41026253,1.352937616,291.5422101,86.40848704,103.9334773,537.8418227,138.5255038,24.82264105,6.243794135,33.47713553,38.42964626,8.83388998,4.123438555,1.661098846,46.75060978,14.37193879,2.825217998,1.134705586,368.170506,29.53552264,42.67749689,225.9206683,81.3762007,17.30763813,3.941319641,7.596767187,46.21580993,14.08752358,8.9373824,4.649001459,122.494723,20.2042224,7.012277038,1.604419003,184.9710252,38.90761488,3.498441162,4.705609414,41.57501236,26.26128062,6.057281591,1.117393415,101.8029168,5.715896964,4.46838596,1.614831807,27.67652766,10.41576703,2.000771649,2.014696157,304.6555826,22.50197456,4.773253084,4.041393808,35.58823033,6.383685124,2.675535412,3.57495585,339.483267,651.0663122,621.5542631,107.4076195,90.93934065,6855.352169,19.29059546,1454.198199,1231.233185,1,0,2,day
306.4416102,57.48295624,50.51107678,50.41181947,28.44895515,13.37883336,5.077610923,1.169243355,16.19248546,17.25969539,4.081159659,1.06436851,24.53292058,8.633186383,3.324415451,0.734632634,180.2935427,34.68956995,96.66782389,98.78271685,18.18872217,16.48747318,9.000042955,7.089480191,20.87523834,11.10663899,2.903559478,0.866985237,66.88354187,9.130686499,7.389386781,1.464569127,108.9775935,71.01136818,110.1650621,298.9309304,85.29399364,28.92510296,8.798251859,14.99149776,11.4703157,8.962967807,4.176109821,1.115555993,27.28970891,19.80567963,10.72802864,1.26645017,138.1716257,32.24167488,43.57509843,140.1573877,68.94465237,34.46312219,4.903824372,5.237566651,17.46586219,27.59963243,9.002016025,3.477438083,59.5156214,22.51161897,8.897907469,1.959010955,32.92066968,13.12892443,6.921107533,2.593702766,26.17003442,15.82496605,5.731397113,1.179141307,15.82782907,17.25979549,4.081144114,1.064368618,8.660842561,8.41926407,2.311975993,1.826711507,59.2759138,33.92574107,3.905233533,4.059680217,49.14395118,11.43021293,3.01862043,1.545442953,102.8080704,482.0513765,211.7972759,132.4879417,137.7276599,2010.979303,15.85399932,231.4862863,240.6412546,1,0,2,day
477.8967341,163.423461,18.75530526,27.23308749,18.80533299,11.65479542,1.392333712,0.769866797,13.50261176,4.920710701,1.618728059,0.939723499,32.37835715,23.54482372,2.566129877,0.639982595,398.8003888,120.7831189,26.41136727,45.11801218,17.75972125,19.07051828,4.870125631,3.570561989,10.79523885,6.509117124,4.598383866,0.87025461,32.82669868,12.48415513,2.149986689,0.942631187,213.3008383,108.0862641,14.15860099,82.90309193,29.18985278,35.94670448,14.23726552,4.570242351,6.739012079,6.983066301,4.041968333,1.314477558,24.48679289,6.007160991,4.487790427,1.035212895,166.4747803,74.4391427,7.959461849,38.74809595,58.19450896,42.95870862,3.041481757,2.677071997,24.33440788,7.066592952,6.858476825,1.657593638,12.27333423,21.37533901,2.32071118,1.948055691,31.70484629,26.26816424,4.094469865,1.403696004,9.118714749,14.88341958,8.113944307,1.382734622,12.73465937,4.920851772,1.618731189,0.939723233,15.39189376,4.373543401,2.473130892,1.508251063,97.08920152,37.75021017,3.166247305,3.621144261,38.06318894,15.41140873,3.279869088,1.049635416,47.05896815,171.9613552,762.3427114,119.5265012,136.6989569,3665.137763,11.46543826,307.4084227,351.5740049,1,0,2,day
458.6873362,40.39802322,7.07293813,18.74699962,277.5223884,55.21279415,7.750958912,1.010844208,43.40218754,20.03568845,5.095436265,1.089089099,40.2463474,18.6768843,9.929483763,0.944080778,71.34872144,33.59967629,10.4684418,28.63427602,112.3901467,19.53071911,5.668176628,2.947685284,18.92839647,8.142233233,5.441391972,0.949297194,39.47665557,21.86345305,9.448884455,1.254553507,170.2372687,18.23651563,5.362398606,44.30907958,52.32810143,6.434261298,2.738357232,3.005202731,14.4575405,9.078249865,6.623710216,1.576010675,70.54005947,28.26928843,5.270625036,0.862967168,162.3219349,44.37519,3.988073615,21.51188206,330.9173821,51.44812882,5.204231909,2.371890902,40.07955167,17.04741914,6.181474132,0.997501134,54.87387066,36.86162139,7.002298141,1.450573325,43.57338925,6.769766242,4.200685629,0.928324882,31.25066857,19.42933946,11.78291449,1.946805051,42.72544935,20.03580088,5.095433767,1.089088829,76.30028637,22.40936307,3.638689551,1.674395026,1320.656496,192.6716996,11.21948981,3.373841424,116.6630039,16.75739543,4.39841838,1.123921574,131.2491651,683.2529163,751.6763739,2161.67817,650.0437613,254453.1317,37.85277948,14817.0921,4455.685593,1,0,2,day
103.3497113,31.04445792,1.781186622,3.24710999,52.65265474,12.96708401,1.900915602,0.70256036,40.68741141,22.67235108,3.793933597,0.949352009,8.043263112,11.24657873,1.954437667,0.513808548,70.67127561,24.44848302,4.254530697,5.709794053,26.56833088,9.850238476,2.421340991,1.91633842,26.50405492,10.08363784,1.519979655,0.716636453,36.12114155,9.047465087,5.58425823,1.299376749,26.25416099,10.19724493,7.083937719,7.384923145,36.72287149,11.0039748,4.266416234,1.001746956,35.9649819,11.46733829,2.279468355,0.720580074,23.6693055,12.90020064,8.210583361,0.8479235,161.6777445,44.61816607,3.980571106,3.926455954,133.6534352,18.79268621,2.204519125,1.505022481,107.3425416,24.64276054,3.148201869,1.650966394,23.78710695,21.51546562,3.58806283,1.357048437,30.27000013,19.68965187,2.810136441,0.886246164,50.46776175,27.29474068,4.669297669,1.192342161,39.99744417,22.67237854,3.79392298,0.949352545,18.92508197,4.846742846,2.621967899,1.756169714,300.3705701,30.13749877,5.651513943,4.104682497,107.5366641,21.79244079,2.454447201,0.841862729,412.422614,2645.216548,90.45919184,170.3224945,123.7048637,9052.417687,23.19767036,1697.548465,1232.925822,1,0,2,day
2280.109744,607.8532252,12.44991861,4.496310339,1451.507407,165.2776512,5.658444465,1.345836337,150.0834213,29.3113513,3.870560569,0.698700689,51.25468766,18.38365151,7.783073998,1.018050116,4225.518916,778.9591809,14.75210902,9.094436169,461.9996749,38.19705367,4.659452213,1.920986819,65.1166895,14.47195352,2.070974321,0.75067299,57.43729364,32.66962038,11.07875212,1.841892661,1534.180741,257.5157582,17.23808916,9.095399777,151.6251108,33.75926161,4.785541842,1.868949051,40.3436222,21.37042896,2.254772013,0.868506313,35.62111513,12.88145762,6.851557115,0.937069222,4855.069664,674.3301462,23.78352205,5.302382324,485.0845443,50.00251006,5.120111288,2.351762348,131.7609456,31.02755999,7.601295859,0.830617886,52.08399715,20.07638892,8.62556026,1.915771511,203.4222,31.7454894,9.171009465,0.751131152,92.9284452,33.20296341,3.659605064,0.798945317,148.1168893,29.31131036,3.870543743,0.698700541,152.3066714,13.35955135,2.133287413,1.983133421,4536.641428,394.0922919,19.31153516,4.713217973,546.5883088,49.35058624,3.996020281,0.893353772,862.1605122,4088.220644,942.2483162,7610.527151,1857.442873,1787855.418,91.0194746,87609.51045,21382.17992,1,0,2,day
57.76892639,22.55488504,4.140806699,6.064491617,39.59897142,2.919055663,2.384974248,0.613350675,21.10282829,13.527561,4.158891569,0.641868103,12.93358194,14.56532973,6.641600403,0.748815451,99.19665656,24.14910359,5.357467282,8.667034565,22.61927729,19.2624324,3.940978122,2.229683438,40.27674829,10.55516741,4.861054323,0.867416174,26.2542252,23.22244542,7.318203866,1.542342405,55.57440551,24.52225424,9.102050685,5.181284331,44.85146991,24.10132048,8.908693023,1.330499513,47.11752839,12.15909909,5.768703446,1.819291911,49.25699742,12.56391877,6.76445806,1.064093763,120.0239259,38.09281388,7.836560346,2.854128882,66.53519419,10.50028501,3.326225386,1.623859319,67.68005979,16.83303053,1.394596561,0.890718665,42.85585741,13.50595662,5.343995137,1.547046348,29.91447842,48.69720044,9.810256822,0.831614403,108.9207599,22.30574625,4.968955468,1.656894875,20.23374564,13.52760749,4.158882145,0.64186766,29.77345338,5.176457215,2.285308338,1.541775186,85.97765968,16.98780527,4.150888523,3.912569739,33.87612701,8.610984095,1.629901185,0.775254995,572.9066966,1139.260513,188.3818855,70.51448593,66.46597283,1460.57174,16.24064083,356.8836808,336.3935895,1,0,2,day
326.0407296,167.9927366,11.85472875,5.507079007,39.52253096,17.60070995,2.550879213,1.123017299,13.71402534,18.02447958,3.17114557,0.872940749,27.26803675,7.44314266,1.595290459,0.7909945,397.5723232,181.9633683,14.11055838,8.273723344,33.63161611,19.87876645,2.982250763,1.550936563,12.51238143,6.500860412,3.413262917,0.839195082,37.35230604,23.44929668,5.641683138,1.286633728,172.1329066,56.9686908,5.526841356,3.862883408,24.17296429,17.48162715,3.749011015,1.052049077,30.03851127,16.67171744,3.954356221,0.854668972,29.74262342,17.28942395,2.112875427,1.513853533,190.5156998,73.50096229,7.764296105,3.544815789,19.83459482,12.30475876,2.885321117,1.744530089,82.94400409,24.07902743,1.937814542,0.96901679,32.39073555,6.397102684,3.21769404,2.298639306,26.82987878,19.57175913,11.28331487,0.991074407,14.8122699,20.07268063,6.350610757,1.352775872,13.56499614,18.02447353,3.171154429,0.872940226,27.29011837,4.340696843,1.278903194,1.25819226,37.93807683,11.09358538,4.991182161,3.024816836,22.53738939,7.896780642,1.394251833,0.63908686,500.7935722,1997.21095,202.9598876,55.37010545,33.55606383,420.8692945,15.09741183,189.3558523,114.7557335,1,0,2,day
